FISCAL YEAR,CATEGORY,AGENCY,APPROPRIATED FUND,COMPTROLLER OBJECT,AMOUNT
2022,General Government,Governor-Fiscal,0224 - Gr Acct-Governors Ofc Federal Proj,7503 - Telecommunications – Long Distance,$17
2022,General Government,Governor-Fiscal,0325 - Coronavirus Relief Fund,7503 - Telecommunications – Long Distance,$0
2022,General Government,Governor-Fiscal,0421 - Gr Acct-Crim Justice Planning,7503 - Telecommunications – Long Distance,$20
2022,General Government,Governor-Fiscal,5003 - Gr Acct-Hotel Occ Tax For Economic Devel,7503 - Telecommunications – Long Distance,$15
2022,General Government,Governor-Fiscal,5010 - Gr Acct - Sexual Assault Program,7503 - Telecommunications – Long Distance,$0
2022,General Government,Governor-Fiscal,5106 - Gr Acct - Economic Dev Bank,7503 - Telecommunications – Long Distance,$19
2022,General Government,House of Representatives,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$451
2022,General Government,Office of Court Administration,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$16
2022,General Government,Secretary of State,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$267
2022,General Government,Senate,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,194"
2022,General Government,Texas Historical Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$322
2022,General Government,Texas Historical Commission,5139 - Gr Acct - Historic Site,7503 - Telecommunications – Long Distance,$123
2022,General Government,Texas Lottery Commission,5025 - Gr Acct-Lottery,7503 - Telecommunications – Long Distance,"$1,705"
2022,General Government,Texas State Library and Archives Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,099"
2022,Health and Human Services,Cancer Prevention & Research Institute of Texas,7639 - Tpfa Cprit Project Fund,7503 - Telecommunications – Long Distance,$190
2022,Health and Human Services,Department of State Health Services,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$221
2022,Health and Human Services,Health and Human Services Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$8,327,874"
2022,Health and Human Services,Health and Human Services Commission,0325 - Coronavirus Relief Fund,7503 - Telecommunications – Long Distance,"$403,747"
2022,Health and Human Services,Texas Veterans Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$0
2022,Health and Human Services,Texas Workforce Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$916
2022,Health and Human Services,Texas Workforce Commission,0165 - Gr Acct-Unemp Comp Spec Admin,7503 - Telecommunications – Long Distance,$10
2022,Health and Human Services,Texas Workforce Commission,5026 - Gr Acct-Workforce Commission Federal,7503 - Telecommunications – Long Distance,($301)
2022,Natural Resources/Recreational Services,General Land Office,0522 - Veterans Land Program Admin Fd,7503 - Telecommunications – Long Distance,"$1,398"
2022,Natural Resources/Recreational Services,Parks and Wildlife Department,"0009 - Gr Account-Game, Fish, Water Safety",7503 - Telecommunications – Long Distance,"$1,368"
2022,Natural Resources/Recreational Services,Parks and Wildlife Department,0064 - Gr Acct-State Parks,7503 - Telecommunications – Long Distance,$663
2022,Natural Resources/Recreational Services,Soil and Water Conservation Board,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,214"
2022,Public Safety and Corrections,Texas Department of Criminal Justice,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$816
2022,Public Safety and Corrections,Texas Department of Public Safety,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,913"
2022,Public Safety and Corrections,Texas Juvenile Justice Department,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$3,029"
2022,Regulatory Services,Department of Savings and Mortgage Lending,1007 - Dept Of Sav&Mtg Lend Local Oper Fund,7503 - Telecommunications – Long Distance,$5
2022,Regulatory Services,Executive Council of Physical and Occupational Therapy Examiners,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$132
2022,Regulatory Services,Office of Consumer Credit Commissioner,1012 - Office Of Consumer Cr Comm Local Oper Fd,7503 - Telecommunications – Long Distance,$5
2022,Regulatory Services,Texas Behavioral Health Executive Council,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$406
2022,Regulatory Services,Texas Board of Professional Engineers,1011 - Bd Of Prof Engineers Local Operating Fd,7503 - Telecommunications – Long Distance,"$16,481"
2022,Regulatory Services,Texas Department of Banking,1008 - Tx Dept Of Banking Local Operating Fund,7503 - Telecommunications – Long Distance,$28
2022,Regulatory Services,Texas Medical Board,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$291
2022,Regulatory Services,Texas State Board of Pharmacy,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$449
2022,Transportation,Texas Department of Motor Vehicles,0010 - Texas Department Of Motor Vehicles Fund,7503 - Telecommunications – Long Distance,"$245,498"
2023,Education,Comptroller-Prepaid Higher Education Tuition Board,0892 - Tx Tomorrow Constitutional Trust Fd,7503 - Telecommunications – Long Distance,"$1,100"
2023,Education,Lamar Institute of Technology,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$3,282"
2023,Education,Sam Houston State University,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$481
2023,Education,Sam Houston State University,0259 - Gr Acct-Sam Houston St Unv Cur,7503 - Telecommunications – Long Distance,$111
2023,Education,Sam Houston State University,0581 - Gr Acct-B Blackwood Law Enf Mng Inst,7503 - Telecommunications – Long Distance,$814
2023,Education,Sam Houston State University,5083 - Gr Acct-Corr Mngmt Inst & Crim Justice C,7503 - Telecommunications – Long Distance,$851
2023,Education,Texas A&M AgriLife Extension Service,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$293
2023,Education,Texas A&M AgriLife Research,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,835"
2023,Education,Texas A&M Forest Service,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$710
2023,Education,Texas A&M Forest Service,0036 - Gr Acct-Tx Dept Ins Operating,7503 - Telecommunications – Long Distance,"$9,325"
2023,Education,Texas A&M University System,0047 - Texas A&M Univ Available Fund,7503 - Telecommunications – Long Distance,"$3,162"
2023,Education,Texas A&M University System Health Science Center,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$3,173"
2023,Education,Texas A&M University-Kingsville,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$89
2023,Education,Texas Division of Emergency Management,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$392
2023,Education,Texas Education Agency,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$75
2023,Education,Texas Education Agency,0003 - State Technology Instructional Materials,7503 - Telecommunications – Long Distance,($1)
2023,Education,Texas Education Agency,0044 - Permanent School Fund,7503 - Telecommunications – Long Distance,$1
2023,Education,Texas Education Agency,0148 - Gr Acct-Fed Health/Ed/Welfare,7503 - Telecommunications – Long Distance,($9)
2023,Education,Texas Education Agency,0325 - Coronavirus Relief Fund,7503 - Telecommunications – Long Distance,$3
2023,Education,Texas State Technical College System,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$6,509"
2023,Education,Texas State Technical College System,0237 - Gr Acct-Tx St Tech Coll Sys Curr,7503 - Telecommunications – Long Distance,"$2,003"
2023,Education,University of Houston-Clear Lake,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$58
2023,Education,University of Texas at Austin,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$7,131"
2023,Education,University of Texas at Austin,0248 - Gr Acct-Univ Tx At Austin Curr,7503 - Telecommunications – Long Distance,$39
2023,Education,University of Texas at El Paso,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$9
2023,Education,University of Texas at El Paso,0817 - Permanent Endowment Fund Ut At El Paso,7503 - Telecommunications – Long Distance,$2
2023,Education,University of Texas of the Permian Basin,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$42
2023,Education,University of Texas of the Permian Basin,0251 - Gr Acct-Ut Permian Basin Curr,7503 - Telecommunications – Long Distance,$2
2023,Education,University of Texas System,0011 - Available University Fund,7503 - Telecommunications – Long Distance,$463
2023,Education,West Texas A&M University,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$4,011"
2023,Education,West Texas A&M University,0263 - Gr Acct-West Tex A&M University Current,7503 - Telecommunications – Long Distance,"$20,092"
2023,Employee Benefits,Employees Retirement System of Texas,0955 - S.E.R.S. Trust Account,7503 - Telecommunications – Long Distance,"$118,617"
2023,General Government,Attorney General,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,($410)
2023,General Government,Court of Appeals-Eighth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$12
2023,General Government,Court of Appeals-Eleventh Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$62
2023,General Government,Court of Appeals-Tenth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$134
2023,General Government,Court of Appeals-Twelfth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$580
2023,General Government,Governor-Executive,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$904
2023,General Government,Governor-Fiscal,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$75
2023,General Government,Governor-Fiscal,0224 - Gr Acct-Governors Ofc Federal Proj,7503 - Telecommunications – Long Distance,$1
2023,General Government,Governor-Fiscal,0421 - Gr Acct-Crim Justice Planning,7503 - Telecommunications – Long Distance,$2
2023,General Government,Governor-Fiscal,5003 - Gr Acct-Hotel Occ Tax For Economic Devel,7503 - Telecommunications – Long Distance,$0
2023,General Government,Governor-Fiscal,5106 - Gr Acct - Economic Dev Bank,7503 - Telecommunications – Long Distance,$0
2023,General Government,House of Representatives,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$460
2023,General Government,Secretary of State,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$98
2023,General Government,Senate,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,659"
2023,General Government,Texas Historical Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$89
2023,General Government,Texas Historical Commission,5139 - Gr Acct - Historic Site,7503 - Telecommunications – Long Distance,$324
2023,General Government,Texas Lottery Commission,5025 - Gr Acct-Lottery,7503 - Telecommunications – Long Distance,$11
2023,General Government,Texas State Library and Archives Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$407
2023,Health and Human Services,Cancer Prevention & Research Institute of Texas,7639 - Tpfa Cprit Project Fund,7503 - Telecommunications – Long Distance,$75
2023,Health and Human Services,Health and Human Services Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$6,291,738"
2023,Health and Human Services,Health and Human Services Commission,0325 - Coronavirus Relief Fund,7503 - Telecommunications – Long Distance,"$1,350,855"
2023,Natural Resources/Recreational Services,Parks and Wildlife Department,"0009 - Gr Account-Game, Fish, Water Safety",7503 - Telecommunications – Long Distance,"$32,355"
2023,Natural Resources/Recreational Services,Parks and Wildlife Department,0064 - Gr Acct-State Parks,7503 - Telecommunications – Long Distance,"$34,190"
2023,Natural Resources/Recreational Services,Soil and Water Conservation Board,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,125"
2023,Public Safety and Corrections,Texas Department of Criminal Justice,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$561
2023,Public Safety and Corrections,Texas Department of Public Safety,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,246"
2023,Public Safety and Corrections,Texas Juvenile Justice Department,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$4,099"
2023,Public Safety and Corrections,Texas Military Department,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$227
2023,Public Safety and Corrections,Texas Military Department,0449 - Gr Acct-Texas Military,7503 - Telecommunications – Long Distance,$46
2023,Regulatory Services,Executive Council of Physical and Occupational Therapy Examiners,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$404
2023,Regulatory Services,Office of Public Insurance Counsel,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$5,075"
2023,Regulatory Services,Texas Alcoholic Beverage Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$0
2023,Regulatory Services,Texas Behavioral Health Executive Council,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$533
2023,Regulatory Services,Texas Board of Professional Engineers,1011 - Bd Of Prof Engineers Local Operating Fd,7503 - Telecommunications – Long Distance,"$11,843"
2023,Regulatory Services,Texas Department of Banking,1008 - Tx Dept Of Banking Local Operating Fund,7503 - Telecommunications – Long Distance,$37
2023,Regulatory Services,Texas Medical Board,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$787
2023,Regulatory Services,Texas State Board of Pharmacy,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$521
2023,Transportation,Texas Department of Motor Vehicles,0010 - Texas Department Of Motor Vehicles Fund,7503 - Telecommunications – Long Distance,"$209,483"
2023,Transportation,Texas Department of Transportation,0006 - State Highway Fund,7503 - Telecommunications – Long Distance,"$3,000"
2024,Education,Comptroller-Prepaid Higher Education Tuition Board,0892 - Tx Tomorrow Constitutional Trust Fd,7503 - Telecommunications – Long Distance,"$1,100"
2024,Education,Lamar Institute of Technology,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$85,743"
2024,Education,Sam Houston State University,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$4,699"
2024,Education,Sam Houston State University,0259 - Gr Acct-Sam Houston St Unv Cur,7503 - Telecommunications – Long Distance,$592
2024,Education,Sam Houston State University,0581 - Gr Acct-B Blackwood Law Enf Mng Inst,7503 - Telecommunications – Long Distance,$701
2024,Education,Sam Houston State University,5083 - Gr Acct-Corr Mngmt Inst & Crim Justice C,7503 - Telecommunications – Long Distance,$888
2024,Education,Texas A&M AgriLife Extension Service,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$506
2024,Education,Texas A&M AgriLife Research,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$698
2024,Education,Texas A&M Forest Service,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$684
2024,Education,Texas A&M Forest Service,0036 - Gr Acct-Tx Dept Ins Operating,7503 - Telecommunications – Long Distance,$585
2024,Education,Texas A&M Forest Service,5064 - Gr Acct - Volunteer Fire Dept Assistance,7503 - Telecommunications – Long Distance,$30
2024,Education,Texas A&M University (Main University),0047 - Texas A&M Univ Available Fund,7503 - Telecommunications – Long Distance,$3
2024,Education,Texas A&M University System,0047 - Texas A&M Univ Available Fund,7503 - Telecommunications – Long Distance,"$2,116"
2024,Education,Texas A&M University System Health Science Center,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$4,837"
2024,Education,Texas A&M University-Kingsville,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$88
2024,Education,Texas Division of Emergency Management,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$783
2024,Education,Texas Permanent School Fund Corporation,0044 - Permanent School Fund,7503 - Telecommunications – Long Distance,$100
2024,Education,University of Houston-Clear Lake,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$34
2024,Education,University of Texas at Austin,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$10,029"
2024,Education,University of Texas at Austin,0248 - Gr Acct-Univ Tx At Austin Curr,7503 - Telecommunications – Long Distance,"$4,519"
2024,Education,University of Texas at El Paso,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$1
2024,Education,University of Texas at El Paso,0817 - Permanent Endowment Fund Ut At El Paso,7503 - Telecommunications – Long Distance,$10
2024,Education,University of Texas System,0011 - Available University Fund,7503 - Telecommunications – Long Distance,$67
2024,Education,West Texas A&M University,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$7,366"
2024,Education,West Texas A&M University,0263 - Gr Acct-West Tex A&M University Current,7503 - Telecommunications – Long Distance,"$3,757"
2024,Employee Benefits,Employees Retirement System of Texas,0929 - Social Security Admin Tr Acct,7503 - Telecommunications – Long Distance,$126
2024,Employee Benefits,Employees Retirement System of Texas,0943 - St Emp Cafeteria Plan Tr Fd,7503 - Telecommunications – Long Distance,$87
2024,Employee Benefits,Employees Retirement System of Texas,"0945 - Def Compensation Trust Fd, Ers",7503 - Telecommunications – Long Distance,$48
2024,Employee Benefits,Employees Retirement System of Texas,0946 - Texasaver Trust Fund,7503 - Telecommunications – Long Distance,$186
2024,Employee Benefits,Employees Retirement System of Texas,0955 - S.E.R.S. Trust Account,7503 - Telecommunications – Long Distance,"$44,693"
2024,Employee Benefits,Employees Retirement System of Texas,0973 - Employee Ins Benefit Trust Acct,7503 - Telecommunications – Long Distance,"$27,522"
2024,Employee Benefits,Employees Retirement System of Texas,0977 - Law Enf/Cust Off Supp Retmt Fd,7503 - Telecommunications – Long Distance,"$5,934"
2024,Employee Benefits,Employees Retirement System of Texas,0993 - Jud Ret Sys-Plan Two Trust Fd,7503 - Telecommunications – Long Distance,$453
2024,General Government,Attorney General,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,($6)
2024,General Government,Court of Appeals-Eighth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$61
2024,General Government,Court of Appeals-Eleventh Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$69
2024,General Government,Court of Appeals-Tenth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$104
2024,General Government,Court of Appeals-Twelfth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$700
2024,General Government,Governor-Executive,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,287"
2024,General Government,Governor-Fiscal,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$13
2024,General Government,House of Representatives,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$28
2024,General Government,Office of Capital and Forensic Writs,5073 - Gr Acct-Fair Defense,7503 - Telecommunications – Long Distance,$215
2024,General Government,Secretary of State,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$45
2024,General Government,Senate,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,448"
2024,General Government,Texas Historical Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$80
2024,General Government,Texas Historical Commission,5139 - Gr Acct - Historic Site,7503 - Telecommunications – Long Distance,$194
2024,General Government,Texas Lottery Commission,5025 - Gr Acct-Lottery,7503 - Telecommunications – Long Distance,$2
2024,Health and Human Services,Health and Human Services Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$7,845,877"
2024,Health and Human Services,Health and Human Services Commission,0325 - Coronavirus Relief Fund,7503 - Telecommunications – Long Distance,"$5,583"
2024,Natural Resources/Recreational Services,Parks and Wildlife Department,"0009 - Gr Account-Game, Fish, Water Safety",7503 - Telecommunications – Long Distance,$577
2024,Natural Resources/Recreational Services,Parks and Wildlife Department,0064 - Gr Acct-State Parks,7503 - Telecommunications – Long Distance,$756
2024,Natural Resources/Recreational Services,Railroad Commission of Texas,5155 - Gr Acct - Oil And Gas Regult And Cleanup,7503 - Telecommunications – Long Distance,$63
2024,Natural Resources/Recreational Services,Soil and Water Conservation Board,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$2,185"
2024,Public Safety and Corrections,Texas Department of Criminal Justice,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$335
2024,Public Safety and Corrections,Texas Department of Public Safety,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$165
2024,Public Safety and Corrections,Texas Juvenile Justice Department,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$3,988"
2024,Public Safety and Corrections,Texas Military Department,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$8
2024,Public Safety and Corrections,Texas Military Department,0449 - Gr Acct-Texas Military,7503 - Telecommunications – Long Distance,$23
2024,Regulatory Services,Department of Savings and Mortgage Lending,1007 - Dept Of Sav&Mtg Lend Local Oper Fund,7503 - Telecommunications – Long Distance,$1
2024,Regulatory Services,Executive Council of Physical and Occupational Therapy Examiners,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$272
2024,Regulatory Services,Office of Consumer Credit Commissioner,1012 - Office Of Consumer Cr Comm Local Oper Fd,7503 - Telecommunications – Long Distance,$1
2024,Regulatory Services,Texas Behavioral Health Executive Council,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$406
2024,Regulatory Services,Texas Board of Professional Engineers,1011 - Bd Of Prof Engineers Local Operating Fd,7503 - Telecommunications – Long Distance,"$13,868"
2024,Regulatory Services,Texas Department of Banking,1008 - Tx Dept Of Banking Local Operating Fund,7503 - Telecommunications – Long Distance,$55
2024,Regulatory Services,Texas Medical Board,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$96
2024,Regulatory Services,Texas State Board of Pharmacy,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$319
2024,Transportation,Texas Department of Motor Vehicles,0010 - Texas Department Of Motor Vehicles Fund,7503 - Telecommunications – Long Distance,"$172,817"
2025,Education,Comptroller-Prepaid Higher Education Tuition Board,0892 - Tx Tomorrow Constitutional Trust Fd,7503 - Telecommunications – Long Distance,$400
2025,Education,Texas A&M AgriLife Extension Service,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$160
2025,Education,Texas A&M Forest Service,0036 - Gr Acct-Tx Dept Ins Operating,7503 - Telecommunications – Long Distance,"$2,132"
2025,Education,Texas A&M University System,0047 - Texas A&M Univ Available Fund,7503 - Telecommunications – Long Distance,"$1,158"
2025,Education,Texas A&M University System Health Science Center,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,720"
2025,Education,Texas A&M University-Kingsville,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$81
2025,Education,Texas Division of Emergency Management,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$157
2025,Education,University of Houston,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$40
2025,Education,University of Texas at Austin,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$333
2025,Education,University of Texas at Austin,0248 - Gr Acct-Univ Tx At Austin Curr,7503 - Telecommunications – Long Distance,$328
2025,Education,University of Texas at El Paso,0817 - Permanent Endowment Fund Ut At El Paso,7503 - Telecommunications – Long Distance,$1
2025,Education,West Texas A&M University,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$9,270"
2025,Employee Benefits,Employees Retirement System of Texas,0929 - Social Security Admin Tr Acct,7503 - Telecommunications – Long Distance,$26
2025,Employee Benefits,Employees Retirement System of Texas,0943 - St Emp Cafeteria Plan Tr Fd,7503 - Telecommunications – Long Distance,$18
2025,Employee Benefits,Employees Retirement System of Texas,"0945 - Def Compensation Trust Fd, Ers",7503 - Telecommunications – Long Distance,$10
2025,Employee Benefits,Employees Retirement System of Texas,0946 - Texasaver Trust Fund,7503 - Telecommunications – Long Distance,$38
2025,Employee Benefits,Employees Retirement System of Texas,0955 - S.E.R.S. Trust Account,7503 - Telecommunications – Long Distance,"$40,769"
2025,Employee Benefits,Employees Retirement System of Texas,0973 - Employee Ins Benefit Trust Acct,7503 - Telecommunications – Long Distance,"$5,156"
2025,Employee Benefits,Employees Retirement System of Texas,0977 - Law Enf/Cust Off Supp Retmt Fd,7503 - Telecommunications – Long Distance,"$1,107"
2025,Employee Benefits,Employees Retirement System of Texas,0993 - Jud Ret Sys-Plan Two Trust Fd,7503 - Telecommunications – Long Distance,$90
2025,General Government,Attorney General,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$6
2025,General Government,Court of Appeals-Eighth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$22
2025,General Government,Court of Appeals-Eleventh Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$25
2025,General Government,Court of Appeals-Tenth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$24
2025,General Government,Court of Appeals-Twelfth Court of Appeals District,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$259
2025,General Government,Governor-Executive,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$597
2025,General Government,House of Representatives,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$2
2025,General Government,Secretary of State,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$40
2025,General Government,Senate,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$684
2025,General Government,Texas Historical Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$176
2025,General Government,Texas Historical Commission,5139 - Gr Acct - Historic Site,7503 - Telecommunications – Long Distance,$210
2025,General Government,Texas Lottery Commission,5025 - Gr Acct-Lottery,7503 - Telecommunications – Long Distance,$4
2025,Health and Human Services,Health and Human Services Commission,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$3,871,355"
2025,Natural Resources/Recreational Services,Parks and Wildlife Department,"0009 - Gr Account-Game, Fish, Water Safety",7503 - Telecommunications – Long Distance,$33
2025,Natural Resources/Recreational Services,Parks and Wildlife Department,0064 - Gr Acct-State Parks,7503 - Telecommunications – Long Distance,"$1,505"
2025,Natural Resources/Recreational Services,Soil and Water Conservation Board,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,623"
2025,Public Safety and Corrections,Texas Department of Criminal Justice,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$96
2025,Public Safety and Corrections,Texas Juvenile Justice Department,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,"$1,656"
2025,Public Safety and Corrections,Texas Military Department,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$2
2025,Public Safety and Corrections,Texas Military Department,0449 - Gr Acct-Texas Military,7503 - Telecommunications – Long Distance,$5
2025,Regulatory Services,Department of Savings and Mortgage Lending,1007 - Dept Of Sav&Mtg Lend Local Oper Fund,7503 - Telecommunications – Long Distance,$1
2025,Regulatory Services,Executive Council of Physical and Occupational Therapy Examiners,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$140
2025,Regulatory Services,Office of Consumer Credit Commissioner,1012 - Office Of Consumer Cr Comm Local Oper Fd,7503 - Telecommunications – Long Distance,$1
2025,Regulatory Services,Texas Behavioral Health Executive Council,0001 - General Revenue Fund,7503 - Telecommunications – Long Distance,$275
2025,Regulatory Services,Texas Board of Professional Engineers,1011 - Bd Of Prof Engineers Local Operating Fd,7503 - Telecommunications – Long Distance,"$7,250"
2025,Regulatory Services,Texas Department of Banking,1008 - Tx Dept Of Banking Local Operating Fund,7503 - Telecommunications – Long Distance,$14
2025,Transportation,Texas Department of Motor Vehicles,0010 - Texas Department Of Motor Vehicles Fund,7503 - Telecommunications – Long Distance,"$130,619"
